ticker,evtdate,diff
A,24-Mar-08,0.00504333333333
AA,15-Jul-10,0.0198266666667
AAN,2-Nov-11,-0.00987
AAN,22-Oct-13,0.00018
AAP,16-Mar-16,-0.00505
AAP,31-Mar-08,0.0187566666667
AAPL,1-Apr-11,0.00166333333333
AAPL,19-Feb-13,0.00268
AAPL,2-Sep-14,-0.0210133333333
AAPL,22-Jul-13,0.0195066666667
AAPL,26-Feb-14,0.02055
AAPL,4-Sep-12,0.00382666666667
AAPL,9-Jun-10,0.00244333333333
ABB,11-Sep-17,-0.00492666666667
ABM,14-Nov-17,-0.00743333333333
ABM,21-Apr-11,0.0007
ADBE,13-May-13,0.01789
ADBE,14-Nov-12,0.00164
ADBE,4-Oct-13,-4.33333333333e-05
ADP,15-Jun-11,0.00157666666667
ADP,19-Jun-06,-0.00191666666667
ADP,28-Dec-11,-0.00154
ADP,30-Jul-13,-0.00665333333333
ADP,5-May-16,0.00108333333333
ADP,6-Jul-06,-0.00998333333333
ADVS,10-Jan-07,-0.000513333333333
AET,12-Dec-06,-0.00711
AET,15-Nov-10,-0.0188166666667
AET,24-Aug-17,-0.00177333333333
AET,28-May-09,-0.0162
AET,28-May-10,0.01026
AFL,16-Mar-17,0.00166666666667
AFL,19-Apr-06,-0.00380333333333
AFL,22-Aug-06,0.00742666666667
AIG,14-Jun-06,-0.00535
ALK,26-Jul-17,0.00122333333333
ALL,23-Aug-11,-0.0189366666667
ALL,29-Jun-06,-0.00413
ALSK,20-Feb-14,-0.00402
ALU,18-May-07,0.0112566666667
AMCC,4-Apr-11,0.01212
AMD,14-Jan-13,0.00981666666667
AMD,9-Apr-12,0.01143
AMTD,1-Dec-06,-0.00645
AMTD,14-Sep-07,0.000796666666667
AMZN,29-Sep-17,-0.00691333333333
AMZN,31-Jan-11,0.00285
AN,27-May-14,0.00248666666667
ANTM,31-Jul-17,0.0133766666667
ANTM,5-Feb-15,0.00155333333333
ARW,8-Mar-10,0.00969
AXP,.,0.00969
AXP,13-Jul-12,5.66666666667e-05
AXP,14-Aug-09,0.0170333333333
AXP,25-Mar-14,0.000883333333333
AXP,30-Dec-13,0.00142333333333
AXP,7-Apr-14,0.00102
BA,11-Jul-14,-0.00172666666667
BA,13-Dec-06,-0.00427333333333
BA,15-Nov-06,0.00983333333333
BA,21-Apr-06,-0.01163
BA,27-Feb-17,0.00103
BA,8-Feb-17,-0.00469666666667
BAC,11-Aug-09,0.0169366666667
BAC,12-Apr-07,0.00463333333333
BAC,14-Dec-06,-0.00490666666667
BAC,14-Feb-11,-0.0114033333333
BAC,17-Jul-14,0.00620666666667
BAC,18-Aug-11,-0.0196733333333
BAC,25-May-11,-0.00377333333333
BAC,7-Apr-10,-0.00269
BAC,8-Jun-10,-0.00362
BBBY,19-Jun-17,-0.00635666666667
BBBY,25-Sep-15,-0.0120366666667
BBT,15-May-08,-0.0255866666667
BBY,6-May-11,-0.00686
BC,16-Feb-07,0.01812
BC,21-Apr-08,0.01118
BDL,20-May-11,-0.00138666666667
BEN,3-Aug-06,0.00275666666667
BGC,19-Nov-07,-0.0285966666667
BGS,6-Dec-13,0.0104
BHE,21-Nov-17,-0.00307333333333
BK,26-Mar-08,0.00447666666667
BKE,20-Jun-17,-0.01617
BKS,24-Oct-12,0.03563
BLKB,17-Jun-09,0.0119466666667
BMY,17-Jul-08,-0.02839
BOH,1-Mar-13,0.000173333333333
BR,22-Jun-09,-0.00973
BRLI,25-Aug-14,-0.01994
BSFT,5-Sep-17,-0.0389833333333
BSX,10-Feb-14,-0.00595666666667
BUD,29-Jul-08,-0.00589333333333
C,11-Aug-09,-0.0188433333333
C,14-Oct-10,-0.00142666666667
C,17-Jul-13,-0.0152866666667
C,18-Aug-11,0.0153933333333
C,19-Jun-08,-0.0204333333333
C,2-Oct-06,0.00968666666667
C,21-Sep-07,-0.00179333333333
C,24-Feb-10,-0.00156333333333
C,27-Jul-10,-0.0149233333333
C,28-Mar-13,-0.00334666666667
C,9-Aug-07,-0.0180633333333
C,9-Jun-11,0.0235933333333
CAKE,13-Sep-10,-0.00843666666667
CAKE,24-May-10,-0.00279333333333
CAKE,29-Sep-10,0.00259
CAT,27-Apr-07,-0.00395666666667
CELG,20-Aug-07,-0.000396666666667
CFR,19-May-06,0.00903666666667
CHDN,4-Sep-12,-0.00424333333333
CHH,22-Mar-13,0.00544333333333
CHH,26-Apr-12,-0.00446
CI,7-Dec-06,0.00250333333333
CI,7-Nov-06,-0.01389
CMCSA,16-Mar-09,-0.00352666666667
CMCSA,21-May-12,0.00170666666667
CMCSA,3-Oct-13,-0.00232333333333
CME,18-Nov-13,0.0144366666667
CMG,26-Apr-17,0.00514
CNC,26-Jan-16,0.0327533333333
CNET,14-Jul-14,0.0163266666667
CNQR,16-Dec-10,0.00439
COF,12-Feb-13,-0.00438333333333
COF,18-May-10,0.01651
COF,4-Mar-14,0.00022
COF,6-Feb-17,0.00847
COF,6-Jul-17,-0.00484333333333
COF,9-May-12,-0.000173333333333
COLB,21-May-07,0.00885
CPRT,28-Aug-06,0.00250333333333
CS,20-Feb-07,-0.02036
CSC,3-Apr-13,-0.00332
CSCO,12-Jul-10,0.00503666666667
CSCO,25-Oct-16,0.00641666666667
CSCO,9-Apr-12,0.0111566666667
CVC,25-Jul-06,0.00349333333333
CVS,16-Apr-07,-0.00024
CVS,18-Feb-09,0.0104066666667
CVS,20-Jul-15,0.00183333333333
CVS,26-Mar-12,-0.0126366666667
CVS,29-Nov-13,-0.00168333333333
CVS,30-Jul-14,0.00458666666667
CVS,4-Dec-12,0.00476
CVS,5-Dec-16,-0.00963333333333
CVX,16-Aug-06,0.0105266666667
CVX,9-Mar-11,0.00115
D,25-Aug-06,-0.00253666666667
DBD,31-Aug-06,-0.00375666666667
DENN,30-Sep-13,0.000276666666667
DFS,11-Nov-13,-0.00454333333333
DFS,17-Aug-12,0.00433666666667
DFS,20-Dec-13,0.00167
DFS,21-Feb-14,-0.00343666666667
DGX,17-Sep-12,0.0125533333333
DHI,16-Feb-12,-0.0163033333333
DIS,1-Aug-16,0.00317666666667
DLTR,1-Aug-06,0.02518
DNB,26-Sep-13,-0.00154
DNB,28-Oct-13,-0.00320333333333
DPZ,12-May-11,0.00421
DPZ,18-Jun-08,-0.00120666666667
DRI,15-Nov-17,-0.00471
DRIV,22-Dec-10,0.00706333333333
DRIV,4-Jun-10,0.00481666666667
DTV,11-Oct-06,0.0109266666667
DTV,29-May-12,-0.00637666666667
DVA,3-Mar-08,-0.000216666666667
DVA,7-Nov-13,0.0218966666667
DXC,5-Jul-17,0.0149733333333
DYN,21-Oct-16,-0.0502966666667
EBAY,21-May-14,-0.0104533333333
EFX,10-Oct-12,-0.000313333333333
EFX,11-Feb-10,0.00684333333333
EFX,20-Jun-06,-0.00392333333333
EFX,6-May-16,0.00227
EFX,7-Sep-17,-0.0680933333333
EHTH,27-Jan-17,-0.000243333333333
EL,26-Jul-11,0.00712333333333
ESRX,19-Feb-13,-0.0134033333333
ESRX,6-Nov-08,0.00689666666667
ETFC,9-Oct-15,0.0143366666667
EV,8-Feb-12,0.0025
EXEL,16-Aug-13,-0.00138
EXPE,15-Nov-06,0.0256233333333
F,7-May-12,0.00979
FB,15-Feb-13,-0.00517
FB,21-Jun-13,-0.00591333333333
FB,30-Aug-17,0.00166
FDX,25-Jul-06,-0.00881333333333
FINL,26-Mar-13,0.0309966666667
FIRE,27-Nov-12,0.00669666666667
FIS,24-Sep-07,0.000506666666667
FIS,26-Aug-11,0.00819333333333
FIS,3-Jul-07,0.00620333333333
FITB,13-Apr-06,0.00999333333333
FLWS,8-Mar-16,0.0119233333333
FMER,27-Oct-09,-0.0159266666667
FMS,8-Feb-07,-0.0136066666667
FORR,5-Dec-07,-0.01644
FRC,14-Aug-12,0.00156666666667
FRED,12-Jun-15,-0.0133766666667
FRP,20-Apr-09,-0.129693333333
GCI,4-May-17,-0.0325033333333
GE,16-May-06,-0.00045
GE,25-Sep-06,0.00294333333333
GE,9-Feb-07,0.00898666666667
GM,14-Mar-06,-0.01429
GM,3-Aug-12,-0.00775333333333
GME,2-Jun-17,-0.00355
GNCMA,24-May-12,0.00981333333333
GOOG,6-May-16,-0.00524
GOOG,9-Mar-09,0.01639
GOOGL,4-May-17,-0.00787
GPI,19-Jul-06,0.00428
GPN,30-Mar-12,-0.00181666666667
GPS,16-Apr-10,0.00331666666667
GPS,16-Jul-13,0.000903333333333
GPS,28-Sep-07,0.00088
GRPN,2-Jul-12,-0.0313466666667
GS,2-Jul-14,0.00295333333333
GS,20-May-13,0.00217333333333
GYMB,27-Oct-06,-0.0165866666667
H,15-Jan-16,0.0397966666667
H,16-Nov-17,-0.00354
HBAN,9-May-11,0.00173
HCSG,9-Dec-11,0.00227
HD,13-Apr-12,0.00295333333333
HD,14-Dec-10,-0.000753333333333
HD,17-Oct-07,0.00417333333333
HD,2-Sep-14,-0.00499666666667
HD,24-May-07,-0.00672
HD,30-Apr-07,0.01304
HD,6-Feb-14,-0.00521
HIG,12-Sep-07,-0.00143666666667
HIG,30-Oct-07,-0.00308
HIG,6-Apr-11,0.000146666666667
HLT,25-Sep-15,0.00889333333333
HMN,12-Nov-07,-0.0277766666667
HMN,29-Oct-07,-0.04041
HNT,16-Apr-10,0.02267
HNT,18-Nov-09,0.001
HNT,2-Jul-13,-0.0111133333333
HOG,4-Apr-08,-0.0142433333333
HON,19-Apr-07,0.0190566666667
HPE,23-Nov-16,0.02445
HPQ,11-Dec-08,-0.00271333333333
HPY,20-Jan-09,-0.0939733333333
HRB,23-Mar-10,0.00134333333333
HRB,23-Mar-12,-0.00611666666667
HRB,8-Apr-10,-0.00233333333333
HSBC,10-Apr-15,-0.00161
HSBC,13-Jan-16,-0.0135833333333
HSIC,16-Mar-07,0.00319
HUM,12-Dec-06,-0.000333333333333
HUM,18-Aug-10,-0.00474666666667
HUM,23-May-14,-0.00631
HUM,5-Jun-06,0.00160666666667
HUM,9-Oct-15,0.01235
IBM,15-Mar-06,-0.00558333333333
IBM,15-May-07,0.00013
IHG,26-Jul-16,-0.00626333333333
IHG,3-Feb-17,0.00326333333333
IHG,3-Sep-13,0.00642333333333
IHS,27-Feb-13,0.00436666666667
ING,12-Oct-10,0.01059
ING,19-Jun-06,-0.00709
INOD,13-Jan-09,-0.07583
INTC,10-Feb-12,-0.00265
INTU,11-May-17,-0.00135
INTU,2-Apr-15,-0.00953
IR,6-Nov-06,-0.000433333333333
IRM,17-Jan-08,0.00745666666667
ITT,6-Jan-11,0.00499666666667
JACK,22-Feb-11,-0.0149733333333
JIVE,23-Sep-16,0.00259333333333
JLL,9-Aug-10,-0.00694
JPM,1-Aug-11,0.00214666666667
JPM,1-May-07,-0.0067
JPM,1-Oct-13,-0.00149666666667
JPM,12-Feb-13,0.00049
JPM,14-Jun-10,0.00851333333333
JPM,14-Sep-10,-0.00708666666667
JPM,19-Jan-10,-0.00855666666667
JPM,20-Jan-11,-0.00244333333333
JPM,26-Jan-07,-0.00545333333333
JPM,28-Aug-14,-0.00315
JPM,28-Mar-13,0.01004
JPM,31-Jan-11,-0.00247333333333
JPM,5-Dec-13,-0.00026
JPM,7-Sep-06,-0.000466666666667
JWN,10-Oct-13,-0.00331333333333
KBH,18-Jan-07,0.0101066666667
KBR,26-Jan-11,0.004
KELYA,9-Mar-12,-0.00330666666667
KEY,20-Nov-06,-0.000566666666667
KEY,3-Jan-07,0.00028
KEY,9-May-12,0.00112666666667
KFY,12-Oct-12,0.0019
KMB,2-Nov-17,0.000246666666667
KND,16-Aug-12,-0.00512666666667
KO,22-Feb-12,-0.00248666666667
KO,24-Jan-14,-0.00974333333333
LABL,16-Jun-16,-0.0157633333333
LCC,6-Apr-11,0.0139133333333
LH,10-Jun-13,-0.00039
LH,29-Mar-10,-0.00367333333333
LLL,15-May-12,-0.00545333333333
LMT,11-Jul-14,-0.00226333333333
LMT,27-May-11,0.00227
LNC,14-Jan-10,-0.00666333333333
LNC,17-Sep-12,-0.000576666666667
LNC,21-Jul-10,0.00273333333333
LNC,23-Aug-11,0.00810333333333
LNC,25-May-10,0.00327666666667
LNC,26-Jul-11,0.00739333333333
LNKD,6-Jun-12,0.01069
LOW,16-May-06,0.00619666666667
LOW,19-May-14,0.01241
LOW,22-May-14,-0.00328333333333
LRCX,14-Apr-10,0.00311666666667
LUX,26-Nov-08,0.03268
LVS,12-Feb-14,0.00161666666667
LXK,15-Feb-08,0.0223033333333
M,23-Apr-13,0.00743
MCD,12-Sep-11,0.01165
MCD,14-Dec-10,0.00587666666667
MCD,16-Nov-11,0.00333333333333
MCD,18-Nov-11,0.00389666666667
MCD,7-Nov-11,-0.00460333333333
MCD,9-Aug-11,-0.00836
MCD,9-Mar-12,0.00887
MCK,10-Sep-07,0.00842333333333
MCK,30-Jul-13,-0.01952
MDT,10-Feb-14,-0.00571
MDT,2-Aug-13,0.00912333333333
MEET,18-Aug-14,0.0246933333333
MET,10-Aug-10,-0.0117
MET,24-Jan-12,-0.0124433333333
MET,25-Jan-11,-0.00147666666667
MGI,12-Jan-07,0.01139
MOH,6-May-14,-0.0143133333333
MS,5-Jan-15,-0.00887
MSFT,22-Feb-13,-0.00124333333333
MSG,22-Nov-16,0.00279666666667
MTB,17-May-06,0.00361
MUSA,.,0.00361
MUSA,8-Nov-10,-0.0118633333333
MUSA,9-Jun-11,-0.0109733333333
MWV,1-Nov-07,-0.00233333333333
MWW,23-Jan-09,0.00367333333333
NDAQ,18-Jul-13,0.00283
NDAQ,26-Jul-13,0.00173333333333
NDLS,16-May-16,0.00371333333333
NFLX,4-Jan-10,0.00117666666667
NFLX,4-May-11,0.00197333333333
NFP,30-Oct-06,0.0456
NFP,8-Oct-07,2.66666666667e-05
NGVC,2-Mar-15,0.000953333333333
NLSN,10-Feb-14,-0.01482
NNI,18-Jul-06,0.00085
NOC,19-Apr-17,-0.00155666666667
NOC,9-Aug-13,-0.00346333333333
NSM,12-Aug-15,-0.0220333333333
NTRS,29-Jul-14,-0.00285666666667
NTY,15-Jul-10,-0.00596
NUAN,15-Mar-10,-0.00346666666667
NVDA,13-Jul-12,0.02254
NYT,30-Jan-13,0.00142333333333
ORCL,12-Nov-07,0.0481933333333
ORCL,8-Aug-16,0.00144333333333
OXY,14-Jan-09,-0.00458
PACB,25-Sep-14,-0.00082
PAY,7-Mar-17,-0.01861
PBI,19-Mar-07,0.00580333333333
PFE,12-May-08,-0.00173
PFG,14-May-10,0.0184266666667
PFMT,14-Aug-17,0.0173033333333
PGR,6-Apr-06,0.00467333333333
PJC,8-Feb-07,-0.0108733333333
PKI,16-Mar-16,0.00293333333333
PNC,19-Mar-10,-0.0116866666667
PRA,11-Aug-10,0.00330666666667
PRAN,8-Mar-17,0.0435833333333
PSA,29-Jan-07,-0.00376333333333
PSS,11-Jun-10,-0.00265666666667
PULB,16-Jul-12,-0.00310333333333
PWRD,25-Apr-12,-0.00931
QTM,17-Jun-10,-0.0276766666667
RAD,19-May-17,0.0699433333333
RAD,30-Jul-14,0.03878
RAX,2-May-12,0.00695
RCII,25-Apr-12,0.00973
RF,31-Jan-12,0.0008
RRD,28-Jan-13,0.0241933333333
RUN,2-Feb-17,-0.00108666666667
S,11-Mar-09,-0.03331
S,16-Aug-17,0.00480666666667
SABR,17-May-17,-0.00478
SABR,2-May-17,-0.00381666666667
SABR,7-Aug-15,-0.0292133333333
SBCF,3-Mar-11,-0.00997666666667
SBH,5-Mar-14,0.00124
SBUX,12-May-15,0.0036
SCHW,3-May-16,0.00205666666667
SCHW,9-Apr-10,-0.00772333333333
SCOR,12-Jun-13,-0.00163333333333
SEAC,8-Sep-10,0.0425066666667
SFLY,26-Nov-14,-0.0125166666667
SFM,28-Mar-16,0.00188
SHLD,10-Oct-14,0.0837933333333
SMMF,22-Jun-15,0.000466666666667
SMTC,8-Oct-07,-0.00742
SNE,27-Apr-11,0.00537
SNI,16-Oct-15,-0.00464
SONC,26-Sep-17,0.00560666666667
SPLS,20-Oct-14,0.0103266666667
SRCE,10-Jun-08,0.00208333333333
STI,16-May-11,0.00923333333333
STT,29-May-08,-0.00128666666667
STX,7-Mar-16,0.000316666666667
SVU,15-Aug-14,0.00329
SWK,11-Mar-13,0.00317333333333
SYMC,31-Mar-09,0.00653333333333
T,9-Jun-10,-0.0101033333333
TAX,13-Feb-15,-0.0068
TD,15-Mar-10,-0.00607333333333
TGT,13-Dec-13,0.000543333333333
TJX,17-Jan-07,0.00693333333333
TM,26-Aug-16,0.00464333333333
TM,4-Aug-06,0.000993333333333
TMUS,12-Oct-17,0.00486666666667
TMUS,7-Dec-16,-0.0239933333333
TOO,9-Nov-17,-0.0398066666667
TRI,11-Aug-10,0.0123133333333
TRMK,22-Jun-15,0.00559333333333
TRU,30-Nov-06,-0.0150933333333
TTEC,21-Jun-10,0.0079
TWC,28-Jul-10,0.0140266666667
TWC,8-Jan-16,-0.00652666666667
TWTR,13-Jun-16,0.04446
TWTR,19-May-17,0.00046
TWX,30-Oct-17,-0.00735333333333
TWX,31-Jul-17,-0.00985666666667
TXT,31-Jul-07,0.00839333333333
TYL,13-Mar-17,-0.0018
UA,20-Apr-12,-0.02126
UAL,29-Jul-15,-0.01277
UBNT,7-Aug-15,-0.00469
UBS,7-Nov-07,0.0185
UNH,12-Oct-11,-1.33333333333e-05
UNP,16-Jun-06,-0.00902333333333
UPS,20-Aug-14,-0.00977333333333
USB,28-Sep-10,0.00772
VIAB,20-Sep-17,0.00556
VMED,25-Oct-07,0.00421
VRA,12-Oct-16,-0.00441
VRSN,2-Feb-12,-0.0166433333333
VSTO,19-Sep-16,0.00481333333333
WASH,28-Aug-08,-0.0277666666667
WCC,3-Nov-06,-0.00251
WCG,8-Apr-08,0.0119933333333
WEN,27-Jan-16,0.0180733333333
WEN,28-Jul-10,-0.00645666666667
WFC,1-Sep-06,0.00381666666667
WFC,31-Jul-17,0.00759333333333
WIN,27-Jan-12,0.00783
WINN,25-Jun-07,0.0149033333333
WLP,10-Feb-10,-0.00592333333333
WM,3-Apr-07,-0.00334
WMB,3-Aug-09,-0.01485
WMT,28-Sep-07,0.0141966666667
WSM,17-Aug-06,-0.03001
WU,20-Dec-16,0.00245
WY,10-Aug-06,-0.00462
WYN,1-Mar-10,-0.00529333333333
XRIT,11-Apr-12,-0.116466666667
XRX,23-Jan-07,0.0190533333333
YHOO,12-Jul-12,-0.00946
YHOO,14-Dec-16,-0.01637
YHOO,22-Sep-16,-0.00137666666667
YUM,17-Nov-17,0.00539666666667
